frame,RL1_wrap_original,RL1_wrap_rate005,RL1_wrap_diff,RL5_wrap_original,RL5_wrap_rate005,RL5_wrap_diff,LL1_wrap_original,LL1_wrap_rate005,LL1_wrap_diff,LL5_wrap_original,LL5_wrap_rate005,LL5_wrap_diff
166,1.44279,0.760130000000001,-0.682659999999999,-1.44279,-0.760130000000001,0.682659999999999,1.86441,0.8070800000000008,-1.057329999999999,-1.86441,-0.8070800000000008,1.057329999999999
167,1.44324,0.810130000000001,-0.6331099999999991,-1.44324,-0.810130000000001,0.6331099999999991,1.86951,0.8570800000000008,-1.0124299999999993,-1.86951,-0.8570800000000008,1.0124299999999993
168,1.44351,0.8601300000000011,-0.583379999999999,-1.44351,-0.8601300000000011,0.583379999999999,1.8723,0.9070800000000009,-0.9652199999999992,-1.8723,-0.9070800000000009,0.9652199999999992
169,1.4436,0.9101300000000011,-0.5334699999999989,-1.4436,-0.9101300000000011,0.5334699999999989,1.87277,0.9570800000000009,-0.9156899999999991,-1.87277,-0.9570800000000009,0.9156899999999991
170,1.4435,0.9601300000000011,-0.48336999999999886,-1.4435,-0.9601300000000011,0.48336999999999886,1.87095,1.0070800000000009,-0.863869999999999,-1.87095,-1.0070800000000009,0.863869999999999
171,1.44323,1.010130000000001,-0.43309999999999893,-1.44323,-1.010130000000001,0.43309999999999893,1.86684,1.057080000000001,-0.8097599999999991,-1.86684,-1.057080000000001,0.8097599999999991
172,1.44276,1.0601300000000011,-0.3826299999999989,-1.44276,-1.0601300000000011,0.3826299999999989,1.86046,1.107080000000001,-0.753379999999999,-1.86046,-1.107080000000001,0.753379999999999
173,1.44209,1.1101300000000012,-0.3319599999999989,-1.44209,-1.1101300000000012,0.3319599999999989,1.85184,1.157080000000001,-0.6947599999999989,-1.85184,-1.157080000000001,0.6947599999999989
174,1.44121,1.1601300000000012,-0.2810799999999989,-1.44121,-1.1601300000000012,0.2810799999999989,1.84104,1.207080000000001,-0.633959999999999,-1.84104,-1.207080000000001,0.633959999999999
175,1.4401,1.2101300000000013,-0.22996999999999868,-1.4401,-1.2101300000000013,0.22996999999999868,1.82808,1.257080000000001,-0.5709999999999988,-1.82808,-1.257080000000001,0.5709999999999988
176,1.43875,1.2601300000000013,-0.17861999999999867,-1.43875,-1.2601300000000013,0.17861999999999867,1.81305,1.3070800000000011,-0.5059699999999989,-1.81305,-1.3070800000000011,0.5059699999999989
177,1.43714,1.3101300000000013,-0.12700999999999874,-1.43714,-1.3101300000000013,0.12700999999999874,1.79599,1.3570800000000012,-0.4389099999999988,-1.79599,-1.3570800000000012,0.4389099999999988
178,1.43524,1.3601300000000014,-0.07510999999999868,-1.43524,-1.3601300000000014,0.07510999999999868,1.77701,1.4070800000000012,-0.36992999999999876,-1.77701,-1.4070800000000012,0.36992999999999876
179,1.43301,1.4101300000000014,-0.022879999999998457,-1.43301,-1.4101300000000014,0.022879999999998457,1.7562,1.4570800000000013,-0.2991199999999987,-1.7562,-1.4570800000000013,0.2991199999999987
180,1.43042,1.43042,0.0,-1.43042,-1.43042,0.0,1.73367,1.5070800000000013,-0.22658999999999874,-1.73367,-1.5070800000000013,0.22658999999999874
181,1.4274,1.4274,0.0,-1.4274,-1.4274,0.0,1.70956,1.5570800000000014,-0.15247999999999862,-1.70956,-1.5570800000000014,0.15247999999999862
182,1.42386,1.42386,0.0,-1.42386,-1.42386,0.0,1.684,1.6070800000000014,-0.07691999999999855,-1.684,-1.6070800000000014,0.07691999999999855
183,1.41968,1.41968,0.0,-1.41968,-1.41968,0.0,1.65714,1.6570800000000014,-5.9999999998616715e-05,-1.65714,-1.6570800000000014,5.9999999998616715e-05
184,1.41467,1.41467,0.0,-1.41467,-1.41467,0.0,1.62909,1.62909,0.0,-1.62909,-1.62909,0.0
185,1.40861,1.40861,0.0,-1.40861,-1.40861,0.0,1.59987,1.59987,0.0,-1.59987,-1.59987,0.0
186,1.40123,1.40123,0.0,-1.40123,-1.40123,0.0,1.56944,1.56944,0.0,-1.56944,-1.56944,0.0
187,1.39226,1.39226,0.0,-1.39226,-1.39226,0.0,1.53764,1.53764,0.0,-1.53764,-1.53764,0.0
188,1.3814,1.3814,0.0,-1.3814,-1.3814,0.0,1.50428,1.50428,0.0,-1.50428,-1.50428,0.0
189,1.36822,1.36822,0.0,-1.36822,-1.36822,0.0,1.46912,1.46912,0.0,-1.46912,-1.46912,0.0
190,1.35217,1.35217,0.0,-1.35217,-1.35217,0.0,1.43182,1.43182,0.0,-1.43182,-1.43182,0.0
191,1.33248,1.33248,0.0,-1.33248,-1.33248,0.0,1.39194,1.39194,0.0,-1.39194,-1.39194,0.0
192,1.30806,1.30806,0.0,-1.30806,-1.30806,0.0,1.34886,1.34886,0.0,-1.34886,-1.34886,0.0
193,1.27734,1.27734,0.0,-1.27734,-1.27734,0.0,1.30166,1.30166,0.0,-1.30166,-1.30166,0.0
194,1.23795,1.23795,0.0,-1.23795,-1.23795,0.0,1.24895,1.25166,0.00270999999999999,-1.24895,-1.25166,-0.00270999999999999
195,1.18622,1.18795,0.0017300000000000093,-1.18622,-1.18795,-0.0017300000000000093,1.1885,1.20166,0.01316000000000006,-1.1885,-1.20166,-0.01316000000000006
196,1.11624,1.13795,0.021710000000000118,-1.11624,-1.13795,-0.021710000000000118,1.11624,1.15166,0.03542000000000001,-1.11624,-1.15166,-0.03542000000000001
197,1.01814,1.08795,0.06980999999999993,-1.01814,-1.08795,-0.06980999999999993,1.01814,1.1016599999999999,0.08351999999999982,-1.01814,-1.1016599999999999,-0.08351999999999982
198,0.875234,1.03795,0.16271599999999997,-0.875234,-1.03795,-0.16271599999999997,0.875234,1.0516599999999998,0.17642599999999986,-0.875234,-1.0516599999999998,-0.17642599999999986
199,0.661175,0.9879499999999999,0.3267749999999999,-0.661174,-0.9879499999999999,-0.32677599999999984,0.661175,1.0016599999999998,0.3404849999999998,-0.661174,-1.0016599999999998,-0.34048599999999973
200,0.348166,0.9379499999999998,0.5897839999999999,-0.348163,-0.9379499999999998,-0.5897869999999998,0.348166,0.9516599999999997,0.6034939999999998,-0.348163,-0.9516599999999997,-0.6034969999999997
201,-0.045662,0.8879499999999998,0.9336119999999998,0.0456656,-0.8879499999999998,-0.9336155999999998,-0.0456621,0.9016599999999997,0.9473220999999997,0.0456656,-0.9016599999999997,-0.9473255999999997
202,-0.420093,0.8379499999999998,1.2580429999999998,0.420091,-0.8379499999999998,-1.2580409999999997,-0.420093,0.8516599999999996,1.2717529999999997,0.420092,-0.8516599999999996,-1.2717519999999998
203,-0.698109,0.7879499999999997,1.4860589999999996,0.698107,-0.7879499999999997,-1.4860569999999997,-0.698109,0.8016599999999996,1.4997689999999997,0.698107,-0.8016599999999996,-1.4997669999999996
204,-0.884933,0.7379499999999997,1.6228829999999996,0.884932,-0.7379499999999997,-1.6228819999999997,-0.884933,0.7516599999999996,1.6365929999999995,0.884932,-0.7516599999999996,-1.6365919999999996
205,-1.01062,0.6879499999999996,1.6985699999999997,1.01062,-0.6879499999999996,-1.6985699999999997,-1.01062,0.7016599999999995,1.7122799999999996,1.01062,-0.7016599999999995,-1.7122799999999996
206,-1.09819,0.6379499999999996,1.7361399999999996,1.09819,-0.6379499999999996,-1.7361399999999996,-1.09819,0.6516599999999995,1.7498499999999995,1.09819,-0.6516599999999995,-1.7498499999999995
207,-1.16164,0.5879499999999995,1.7495899999999995,1.16164,-0.5879499999999995,-1.7495899999999995,-1.16164,0.6016599999999994,1.7632999999999994,1.16164,-0.6016599999999994,-1.7632999999999994
208,-1.20927,0.5379499999999995,1.7472199999999996,1.20927,-0.5379499999999995,-1.7472199999999996,-1.20927,0.5516599999999994,1.7609299999999994,1.20927,-0.5516599999999994,-1.7609299999999994
209,-1.24608,0.4879499999999995,1.7340299999999995,1.24608,-0.4879499999999995,-1.7340299999999995,-1.24608,0.5016599999999993,1.7477399999999994,1.24608,-0.5016599999999993,-1.7477399999999994
210,-1.27707,0.4379499999999995,1.7150199999999995,1.27707,-0.4379499999999995,-1.7150199999999995,-1.27525,0.45165999999999934,1.7269099999999993,1.27525,-0.45165999999999934,-1.7269099999999993
211,-1.30803,0.3879499999999995,1.6959799999999996,1.30803,-0.3879499999999995,-1.6959799999999996,-1.29883,0.40165999999999935,1.7004899999999994,1.29883,-0.40165999999999935,-1.7004899999999994
212,-1.33942,0.33794999999999953,1.6773699999999996,1.33942,-0.33794999999999953,-1.6773699999999996,-1.31821,0.35165999999999936,1.6698699999999995,1.31821,-0.35165999999999936,-1.6698699999999995
213,-1.37134,0.28794999999999954,1.6592899999999995,1.37134,-0.28794999999999954,-1.6592899999999995,-1.33437,0.3016599999999994,1.6360299999999994,1.33437,-0.3016599999999994,-1.6360299999999994
214,-1.40377,0.23794999999999955,1.6417199999999994,1.40377,-0.23794999999999955,-1.6417199999999994,-1.348,0.2516599999999994,1.5996599999999994,1.348,-0.2516599999999994,-1.5996599999999994
215,-1.43664,0.18794999999999956,1.6245899999999995,1.43664,-0.18794999999999956,-1.6245899999999995,-1.35962,0.2016599999999994,1.5612799999999996,1.35962,-0.2016599999999994,-1.5612799999999996
216,-1.46983,0.13794999999999957,1.6077799999999995,1.46983,-0.13794999999999957,-1.6077799999999995,-1.3696,0.1516599999999994,1.5212599999999994,1.3696,-0.1516599999999994,-1.5212599999999994
217,-1.50315,0.08794999999999957,1.5910999999999995,1.50315,-0.08794999999999957,-1.5910999999999995,-1.37824,0.1016599999999994,1.4798999999999993,1.37824,-0.1016599999999994,-1.4798999999999993
218,-1.5364,0.03794999999999957,1.5743499999999995,1.5364,-0.03794999999999957,-1.5743499999999995,-1.38576,0.0516599999999994,1.4374199999999995,1.38576,-0.0516599999999994,-1.4374199999999995
219,-1.56936,-0.012050000000000435,1.5573099999999998,1.56936,0.012050000000000435,-1.5573099999999998,-1.39234,0.001659999999999398,1.3939999999999992,1.39234,-0.001659999999999398,-1.3939999999999992
220,-1.60179,-0.06205000000000044,1.5397399999999997,1.60179,0.06205000000000044,-1.5397399999999997,-1.39812,-0.048340000000000605,1.3497799999999995,1.39812,0.048340000000000605,-1.3497799999999995
221,-1.63344,-0.11205000000000044,1.5213899999999996,1.63344,0.11205000000000044,-1.5213899999999996,-1.40321,-0.09834000000000061,1.3048699999999995,1.40321,0.09834000000000061,-1.3048699999999995
222,-1.66407,-0.16205000000000044,1.5020199999999995,1.66407,0.16205000000000044,-1.5020199999999995,-1.4077,-0.1483400000000006,1.2593599999999994,1.4077,0.1483400000000006,-1.2593599999999994
223,-1.69346,-0.21205000000000046,1.4814099999999994,1.69346,0.21205000000000046,-1.4814099999999994,-1.41167,-0.19834000000000063,1.2133299999999994,1.41167,0.19834000000000063,-1.2133299999999994
224,-1.7214,-0.26205000000000045,1.4593499999999997,1.7214,0.26205000000000045,-1.4593499999999997,-1.41517,-0.24834000000000062,1.1668299999999994,1.41517,0.24834000000000062,-1.1668299999999994
225,-1.74769,-0.31205000000000044,1.4356399999999996,1.74769,0.31205000000000044,-1.4356399999999996,-1.41827,-0.2983400000000006,1.1199299999999992,1.41827,0.2983400000000006,-1.1199299999999992
226,-1.77218,-0.3620500000000004,1.4101299999999997,1.77218,0.3620500000000004,-1.4101299999999997,-1.421,-0.3483400000000006,1.0726599999999995,1.421,0.3483400000000006,-1.0726599999999995
227,-1.79471,-0.4120500000000004,1.3826599999999996,1.79471,0.4120500000000004,-1.3826599999999996,-1.42339,-0.3983400000000006,1.0250499999999994,1.42339,0.3983400000000006,-1.0250499999999994
228,-1.81516,-0.4620500000000004,1.3531099999999996,1.81516,0.4620500000000004,-1.3531099999999996,-1.42548,-0.44834000000000057,0.9771399999999995,1.42548,0.44834000000000057,-0.9771399999999995
229,-1.83344,-0.5120500000000004,1.3213899999999996,1.83344,0.5120500000000004,-1.3213899999999996,-1.42728,-0.49834000000000056,0.9289399999999995,1.42728,0.49834000000000056,-0.9289399999999995
230,-1.84947,-0.5620500000000005,1.2874199999999996,1.84947,0.5620500000000005,-1.2874199999999996,-1.42882,-0.5483400000000006,0.8804799999999994,1.42882,0.5483400000000006,-0.8804799999999994
231,-1.86319,-0.6120500000000005,1.2511399999999995,1.86319,0.6120500000000005,-1.2511399999999995,-1.43012,-0.5983400000000006,0.8317799999999994,1.43012,0.5983400000000006,-0.8317799999999994
232,-1.87456,-0.6620500000000006,1.2125099999999995,1.87456,0.6620500000000006,-1.2125099999999995,-1.43118,-0.6483400000000007,0.7828399999999992,1.43118,0.6483400000000007,-0.7828399999999992
233,-1.88354,-0.7120500000000006,1.1714899999999995,1.88354,0.7120500000000006,-1.1714899999999995,-1.43202,-0.6983400000000007,0.7336799999999993,1.43202,0.6983400000000007,-0.7336799999999993
234,-1.89012,-0.7620500000000007,1.1280699999999992,1.89012,0.7620500000000007,-1.1280699999999992,-1.43263,-0.7483400000000008,0.6842899999999993,1.43263,0.7483400000000008,-0.6842899999999993
235,-1.89428,-0.8120500000000007,1.0822299999999991,1.89428,0.8120500000000007,-1.0822299999999991,-1.43304,-0.7983400000000008,0.6346999999999993,1.43304,0.7983400000000008,-0.6346999999999993
236,-1.89603,-0.8620500000000008,1.0339799999999992,1.89603,0.8620500000000008,-1.0339799999999992,-1.43323,-0.8483400000000009,0.5848899999999991,1.43323,0.8483400000000009,-0.5848899999999991
237,-1.89537,-0.9120500000000008,0.9833199999999992,1.89537,0.9120500000000008,-0.9833199999999992,-1.4332,-0.8983400000000009,0.5348599999999991,1.4332,0.8983400000000009,-0.5348599999999991
238,-1.8923,-0.9620500000000008,0.9302499999999992,1.8923,0.9620500000000008,-0.9302499999999992,-1.43295,-0.948340000000001,0.484609999999999,1.43295,0.948340000000001,-0.484609999999999
239,-1.88685,-1.0120500000000008,0.8747999999999991,1.88685,1.0120500000000008,-0.8747999999999991,-1.43248,-0.998340000000001,0.43413999999999897,1.43248,0.998340000000001,-0.43413999999999897
240,-1.87904,-1.0620500000000008,0.8169899999999992,1.87904,1.0620500000000008,-0.8169899999999992,-1.43177,-1.048340000000001,0.38342999999999905,1.43177,1.048340000000001,-0.38342999999999905
241,-1.86889,-1.1120500000000009,0.7568399999999991,1.86889,1.1120500000000009,-0.7568399999999991,-1.43082,-1.098340000000001,0.332479999999999,1.43082,1.098340000000001,-0.332479999999999
242,-1.85645,-1.162050000000001,0.694399999999999,1.85645,1.162050000000001,-0.694399999999999,-1.42959,-1.148340000000001,0.2812499999999989,1.42959,1.148340000000001,-0.2812499999999989
243,-1.84175,-1.212050000000001,0.629699999999999,1.84175,1.212050000000001,-0.629699999999999,-1.42808,-1.198340000000001,0.22973999999999895,1.42808,1.198340000000001,-0.22973999999999895
244,-1.82484,-1.262050000000001,0.562789999999999,1.82484,1.262050000000001,-0.562789999999999,-1.42626,-1.2483400000000011,0.17791999999999897,1.42626,1.2483400000000011,-0.17791999999999897
245,-1.80578,-1.312050000000001,0.4937299999999989,1.80578,1.312050000000001,-0.4937299999999989,-1.4241,-1.2983400000000012,0.12575999999999876,1.4241,1.2983400000000012,-0.12575999999999876
246,-1.78466,-1.362050000000001,0.4226099999999988,1.78466,1.362050000000001,-0.4226099999999988,-1.42155,-1.3483400000000012,0.07320999999999889,1.42155,1.3483400000000012,-0.07320999999999889
247,-1.76155,-1.4120500000000011,0.3494999999999988,1.76155,1.4120500000000011,-0.3494999999999988,-1.41856,-1.3983400000000012,0.020219999999998794,1.41856,1.3983400000000012,-0.020219999999998794
248,-1.73657,-1.4620500000000012,0.27451999999999877,1.73657,1.4620500000000012,-0.27451999999999877,-1.41507,-1.41507,0.0,1.41507,1.41507,0.0
249,-1.70983,-1.5120500000000012,0.19777999999999873,1.70983,1.5120500000000012,-0.19777999999999873,-1.41095,-1.41095,0.0,1.41095,1.41095,0.0
250,-1.68144,-1.5620500000000013,0.11938999999999877,1.68144,1.5620500000000013,-0.11938999999999877,-1.40605,-1.40605,0.0,1.40605,1.40605,0.0
251,-1.65147,-1.6120500000000013,0.03941999999999868,1.65147,1.6120500000000013,-0.03941999999999868,-1.40015,-1.40015,0.0,1.40015,1.40015,0.0
252,-1.61992,-1.61992,0.0,1.61992,1.61992,0.0,-1.39296,-1.39296,0.0,1.39296,1.39296,0.0
253,-1.58663,-1.58663,0.0,1.58663,1.58663,0.0,-1.38412,-1.38412,0.0,1.38412,1.38412,0.0
254,-1.55134,-1.55134,0.0,1.55134,1.55134,0.0,-1.37329,-1.37329,0.0,1.37329,1.37329,0.0
255,-1.51366,-1.51366,0.0,1.51366,1.51366,0.0,-1.36001,-1.36001,0.0,1.36001,1.36001,0.0
256,-1.47311,-1.47311,0.0,1.47311,1.47311,0.0,-1.34368,-1.34368,0.0,1.34368,1.34368,0.0
257,-1.42902,-1.42902,0.0,1.42902,1.42902,0.0,-1.32348,-1.32348,0.0,1.32348,1.32348,0.0
258,-1.38045,-1.38045,0.0,1.38045,1.38045,0.0,-1.29821,-1.29821,0.0,1.29821,1.29821,0.0
259,-1.32608,-1.33045,-0.004369999999999985,1.32608,1.33045,0.004369999999999985,-1.26614,-1.26614,0.0,1.26614,1.26614,0.0
260,-1.2639,-1.2804499999999999,-0.016549999999999843,1.2639,1.2804499999999999,0.016549999999999843,-1.22462,-1.22462,0.0,1.22462,1.22462,0.0
261,-1.19074,-1.2304499999999998,-0.03970999999999991,1.19074,1.2304499999999998,0.03970999999999991,-1.1695,-1.17462,-0.005120000000000013,1.1695,1.17462,0.005120000000000013
262,-1.10139,-1.1804499999999998,-0.07905999999999969,1.10139,1.1804499999999998,0.07905999999999969,-1.09396,-1.12462,-0.03065999999999991,1.09396,1.12462,0.03065999999999991
263,-0.986813,-1.1304499999999997,-0.14363699999999968,0.986813,1.1304499999999997,0.14363699999999968,-0.986478,-1.07462,-0.08814199999999994,0.986478,1.07462,0.08814199999999994
264,-0.82742,-1.0804499999999997,-0.25302999999999964,0.82742,1.0804499999999997,0.25302999999999964,-0.82742,-1.0246199999999999,-0.19719999999999982,0.82742,1.0246199999999999,0.19719999999999982
265,-0.586851,-1.0304499999999996,-0.44359899999999963,0.58685,1.0304499999999996,0.44359999999999966,-0.586851,-0.9746199999999998,-0.3877689999999998,0.58685,0.9746199999999998,0.38776999999999984
266,-0.240741,-0.9804499999999996,-0.7397089999999996,0.240738,0.9804499999999996,0.7397119999999996,-0.240742,-0.9246199999999998,-0.6838779999999998,0.240738,0.9246199999999998,0.6838819999999998
267,0.167492,-0.9304499999999996,-1.0979419999999995,-0.167495,0.9304499999999996,1.0979449999999995,0.167492,-0.8746199999999997,-1.0421119999999997,-0.167494,0.8746199999999997,1.0421139999999998
268,0.523581,-0.8804499999999995,-1.4040309999999994,-0.523578,0.8804499999999995,1.4040279999999994,0.523581,-0.8246199999999997,-1.3482009999999995,-0.523578,0.8246199999999997,1.3481979999999996
269,0.774329,-0.8304499999999995,-1.6047789999999995,-0.774328,0.8304499999999995,1.6047779999999996,0.774329,-0.7746199999999996,-1.5489489999999997,-0.774328,0.7746199999999996,1.5489479999999998
270,0.94037,-0.7804499999999994,-1.7208199999999994,-0.94037,0.7804499999999994,1.7208199999999994,0.94037,-0.7246199999999996,-1.6649899999999995,-0.94037,0.7246199999999996,1.6649899999999995
271,1.05239,-0.7304499999999994,-1.7828399999999993,-1.05239,0.7304499999999994,1.7828399999999993,1.05239,-0.6746199999999996,-1.7270099999999995,-1.05239,0.6746199999999996,1.7270099999999995
272,1.13105,-0.6804499999999993,-1.8114999999999994,-1.13105,0.6804499999999993,1.8114999999999994,1.13105,-0.6246199999999995,-1.7556699999999996,-1.13105,0.6246199999999995,1.7556699999999996
273,1.18851,-0.6304499999999993,-1.8189599999999992,-1.18851,0.6304499999999993,1.8189599999999992,1.18851,-0.5746199999999995,-1.7631299999999994,-1.18851,0.5746199999999995,1.7631299999999994
274,1.23196,-0.5804499999999992,-1.8124099999999992,-1.23196,0.5804499999999992,1.8124099999999992,1.23196,-0.5246199999999994,-1.7565799999999994,-1.23196,0.5246199999999994,1.7565799999999994
275,1.26577,-0.5304499999999992,-1.7962199999999993,-1.26577,0.5304499999999992,1.7962199999999993,1.26577,-0.47461999999999943,-1.7403899999999994,-1.26577,0.47461999999999943,1.7403899999999994
276,1.29269,-0.4804499999999992,-1.773139999999999,-1.29269,0.4804499999999992,1.773139999999999,1.29269,-0.42461999999999944,-1.7173099999999994,-1.29269,0.42461999999999944,1.7173099999999994
277,1.31456,-0.4304499999999992,-1.7450099999999993,-1.31456,0.4304499999999992,1.7450099999999993,1.31474,-0.37461999999999945,-1.6893599999999995,-1.31474,0.37461999999999945,1.6893599999999995
278,1.33261,-0.38044999999999923,-1.7130599999999994,-1.33261,0.38044999999999923,1.7130599999999994,1.33677,-0.32461999999999946,-1.6613899999999995,-1.33677,0.32461999999999946,1.6613899999999995
